image,instrument,intensity
Ob-ord-G#5-ff-N-N.png,Oboe,ff
Ob-ord-A5-ff-N-T19u.png,Oboe,ff
Ob-ord-A#5-ff-N-N.png,Oboe,ff
Ob-ord-B5-ff-N-T11u.png,Oboe,ff
Ob-ord-C6-ff-N-N.png,Oboe,ff
Ob-ord-C#6-ff-N-N.png,Oboe,ff
Ob-ord-D6-ff-N-R100u.png,Oboe,ff
Ob-ord-D#6-ff-N-N.png,Oboe,ff
Ob-ord-E6-ff-N-N.png,Oboe,ff
Ob-ord-F6-ff-N-N.png,Oboe,ff
Ob-ord-F#6-ff-N-T12u.png,Oboe,ff
Ob-ord-G6-ff-N-T16u.png,Oboe,ff
Ob-ord-G#6-ff-N-N.png,Oboe,ff
Ob-ord-A6-ff-N-T18u.png,Oboe,ff
